LapTime,LapNumber,TyreLife,FreshTyre,TrackStatus,Stint,Piloto,makeStop,AirTemp,Rainfall,Humidity,TrackTemp,posicionActual,tiempoPilotoDelante,tiempoPilotoDetras,posicionSalida,anyo,nextPit,compound_HARD,compound_MEDIUM,compound_SOFT,compound_SUPERSOFT
94.094,44.0,18.0,1,1,2.0,hamilton,0,28.0,0,49.9,31.9,3.0,94.546,94.094,9.0,2018,56.0,0,1,0,0
97.091,45.0,19.0,1,1,2.0,hamilton,0,27.9,0,50.8,31.4,3.0,94.632,94.938,9.0,2018,56.0,0,1,0,0
95.073,46.0,20.0,1,1,2.0,hamilton,0,27.6,0,52.5,31.1,3.0,94.491,94.863,9.0,2018,56.0,0,1,0,0
95.012,47.0,21.0,1,1,2.0,hamilton,0,27.6,0,52.5,31.1,3.0,95.188,95.081,9.0,2018,56.0,0,1,0,0
95.385,48.0,22.0,1,1,2.0,hamilton,0,27.6,0,52.8,31.1,3.0,94.733,95.328,9.0,2018,56.0,0,1,0,0
94.671,49.0,23.0,1,1,2.0,hamilton,0,27.5,0,52.7,31.1,3.0,95.198,95.131,9.0,2018,56.0,0,1,0,0
93.953,50.0,24.0,1,1,2.0,hamilton,0,27.6,0,52.3,31.3,3.0,94.648,94.901,9.0,2018,56.0,0,1,0,0
93.987,51.0,25.0,1,1,2.0,hamilton,0,27.5,0,52.3,31.2,3.0,94.046,95.185,9.0,2018,56.0,0,1,0,0
94.829,52.0,26.0,1,1,2.0,hamilton,0,27.5,0,52.1,31.3,3.0,94.599,95.109,9.0,2018,56.0,0,1,0,0
94.095,53.0,27.0,1,1,2.0,hamilton,0,27.5,0,52.1,31.3,3.0,94.622,95.142,9.0,2018,56.0,0,1,0,0
94.558,54.0,28.0,1,1,2.0,hamilton,0,27.5,0,51.9,31.3,3.0,95.428,95.006,9.0,2018,56.0,0,1,0,0
94.122,55.0,29.0,1,1,2.0,hamilton,0,27.6,0,51.6,31.4,3.0,95.614,95.251,9.0,2018,56.0,0,1,0,0
94.992,56.0,30.0,1,1,2.0,hamilton,0,27.6,0,51.2,31.3,3.0,96.364,95.313,9.0,2018,56.0,0,1,0,0
104.485,2.0,4.0,0,26,1.0,GASLY,1,28.2,0,45.3,33.3,4.0,103.586,105.054,5.0,2018,15.0,0,0,0,1
129.434,3.0,5.0,0,6,1.0,GASLY,0,28.3,0,45.1,33.3,4.0,128.006,129.387,5.0,2018,15.0,0,0,0,1
117.989,4.0,6.0,0,67,1.0,GASLY,0,28.3,0,44.7,33.3,4.0,117.964,117.549,5.0,2018,15.0,0,0,0,1
97.616,5.0,7.0,0,2,1.0,GASLY,0,28.2,0,44.9,33.0,4.0,95.096,98.621,5.0,2018,15.0,0,0,0,1
96.957,6.0,8.0,0,2,1.0,GASLY,0,28.2,0,44.9,33.1,4.0,95.755,95.913,5.0,2018,15.0,0,0,0,1
96.862,7.0,9.0,0,1,1.0,GASLY,0,28.2,0,45.0,32.8,4.0,95.804,96.551,5.0,2018,15.0,0,0,0,1
97.935,8.0,10.0,0,1,1.0,GASLY,0,28.2,0,45.0,32.8,5.0,95.436,97.006,5.0,2018,15.0,0,0,0,1
98.113,9.0,11.0,0,1,1.0,GASLY,0,28.1,0,45.0,32.8,5.0,95.861,97.544,5.0,2018,15.0,0,0,0,1
97.029,10.0,12.0,0,2,1.0,GASLY,0,28.1,0,44.6,32.8,5.0,96.253,97.464,5.0,2018,15.0,0,0,0,1
97.028,11.0,13.0,0,2,1.0,GASLY,0,28.2,0,44.7,32.7,5.0,95.766,97.002,5.0,2018,15.0,0,0,0,1
97.152,12.0,14.0,0,1,1.0,GASLY,0,28.2,0,44.8,32.8,5.0,95.866,97.247,5.0,2018,15.0,0,0,0,1
97.084,14.0,16.0,0,1,1.0,GASLY,0,28.2,0,45.0,32.8,5.0,96.035,97.317,5.0,2018,15.0,0,0,0,1
99.656,15.0,17.0,0,1,1.0,GASLY,0,28.2,0,45.0,32.6,5.0,96.089,100.001,5.0,2018,15.0,0,0,0,1
116.448,16.0,1.0,1,1,2.0,GASLY,1,28.2,0,45.0,32.6,9.0,100.981,96.129,5.0,2018,34.0,0,0,1,0
95.725,17.0,2.0,1,1,2.0,GASLY,0,28.3,0,44.6,32.7,8.0,98.037,96.441,5.0,2018,34.0,0,0,1,0
97.218,18.0,3.0,1,1,2.0,GASLY,0,28.3,0,44.9,32.4,7.0,98.058,101.029,5.0,2018,34.0,0,0,1,0
96.263,19.0,4.0,1,1,2.0,GASLY,0,28.3,0,44.5,32.5,7.0,98.166,96.631,5.0,2018,34.0,0,0,1,0
96.368,20.0,5.0,1,1,2.0,GASLY,0,28.3,0,44.7,32.4,5.0,114.794,100.643,5.0,2018,34.0,0,0,1,0
95.585,21.0,6.0,1,1,2.0,GASLY,0,28.0,0,45.8,32.2,5.0,94.411,97.977,5.0,2018,34.0,0,0,1,0
