LapTime,LapNumber,TyreLife,FreshTyre,TrackStatus,Stint,Piloto,makeStop,AirTemp,Rainfall,Humidity,TrackTemp,posicionActual,tiempoPilotoDelante,tiempoPilotoDetras,posicionSalida,anyo,nextPit,compound_HARD,compound_MEDIUM,compound_SOFT,compound_SUPERSOFT,compound_ULTRASOFT
133.109,29.0,3.0,1,4,2.0,vettel,0,24.8,0,25.9,38.3,1.0,111.634,133.148,3.0,2018,58.0,0,0,1,0,0
136.047,30.0,4.0,1,4,2.0,vettel,0,24.2,0,26.0,37.6,1.0,92.869,136.728,3.0,2018,58.0,0,0,1,0,0
138.857,31.0,5.0,1,4,2.0,vettel,0,24.2,0,26.4,37.3,1.0,91.737,137.887,3.0,2018,58.0,0,0,1,0,0
87.998,32.0,6.0,1,1,2.0,vettel,0,24.3,0,26.8,37.3,1.0,90.072,87.901,3.0,2018,58.0,0,0,1,0,0
87.889,33.0,7.0,1,1,2.0,vettel,0,24.4,0,27.8,37.4,1.0,91.311,87.976,3.0,2018,58.0,0,0,1,0,0
87.559,34.0,8.0,1,1,2.0,vettel,0,24.5,0,27.2,37.5,1.0,90.687,87.582,3.0,2018,58.0,0,0,1,0,0
87.001,35.0,9.0,1,1,2.0,vettel,0,24.5,0,26.4,37.5,1.0,90.592,87.043,3.0,2018,58.0,0,0,1,0,0
87.123,36.0,10.0,1,1,2.0,vettel,0,24.5,0,26.4,37.1,1.0,90.434,87.031,3.0,2018,58.0,0,0,1,0,0
87.175,37.0,11.0,1,1,2.0,vettel,0,24.2,0,25.7,36.8,1.0,90.289,87.481,3.0,2018,58.0,0,0,1,0,0
87.309,38.0,12.0,1,1,2.0,vettel,0,24.0,0,25.9,36.7,1.0,90.088,87.166,3.0,2018,58.0,0,0,1,0,0
86.947,39.0,13.0,1,1,2.0,vettel,0,24.2,0,26.1,36.7,1.0,89.676,86.889,3.0,2018,58.0,0,0,1,0,0
86.909,40.0,14.0,1,1,2.0,vettel,0,24.0,0,25.6,36.7,1.0,90.001,86.088,3.0,2018,58.0,0,0,1,0,0
86.946,41.0,15.0,1,1,2.0,vettel,0,24.0,0,25.8,36.7,1.0,89.928,86.843,3.0,2018,58.0,0,0,1,0,0
87.022,42.0,16.0,1,1,2.0,vettel,0,24.0,0,26.0,36.7,1.0,89.867,87.161,3.0,2018,58.0,0,0,1,0,0
86.872,43.0,17.0,1,1,2.0,vettel,0,24.1,0,25.7,36.5,1.0,89.756,86.882,3.0,2018,58.0,0,0,1,0,0
87.081,44.0,18.0,1,1,2.0,vettel,0,24.0,0,26.0,36.5,1.0,89.004,87.028,3.0,2018,58.0,0,0,1,0,0
86.785,45.0,19.0,1,1,2.0,vettel,0,24.0,0,25.6,36.5,1.0,89.347,86.898,3.0,2018,58.0,0,0,1,0,0
86.766,46.0,20.0,1,1,2.0,vettel,0,23.9,0,26.3,35.7,1.0,89.353,86.523,3.0,2018,58.0,0,0,1,0,0
86.997,47.0,21.0,1,1,2.0,vettel,0,23.8,0,26.6,35.7,1.0,89.036,89.084,3.0,2018,58.0,0,0,1,0,0
87.237,48.0,22.0,1,1,2.0,vettel,0,23.5,0,27.1,34.5,1.0,93.067,86.548,3.0,2018,58.0,0,0,1,0,0
87.084,49.0,23.0,1,1,2.0,vettel,0,23.4,0,27.5,34.3,1.0,90.014,86.656,3.0,2018,58.0,0,0,1,0,0
86.804,50.0,24.0,1,1,2.0,vettel,0,23.3,0,28.1,34.0,1.0,92.205,86.444,3.0,2018,58.0,0,0,1,0,0
86.604,51.0,25.0,1,1,2.0,vettel,0,24.2,0,28.3,33.9,1.0,89.193,86.647,3.0,2018,58.0,0,0,1,0,0
86.968,52.0,26.0,1,1,2.0,vettel,0,24.2,0,28.3,33.6,1.0,88.681,86.511,3.0,2018,58.0,0,0,1,0,0
86.469,53.0,27.0,1,1,2.0,vettel,0,24.1,0,28.7,33.4,1.0,88.298,87.778,3.0,2018,58.0,0,0,1,0,0
86.711,54.0,28.0,1,1,2.0,vettel,0,24.2,0,28.5,33.6,1.0,88.255,87.972,3.0,2018,58.0,0,0,1,0,0
86.983,55.0,29.0,1,1,2.0,vettel,0,24.2,0,28.5,33.4,1.0,88.326,87.801,3.0,2018,58.0,0,0,1,0,0
87.236,56.0,30.0,1,1,2.0,vettel,0,24.1,0,28.8,33.2,1.0,88.493,87.729,3.0,2018,58.0,0,0,1,0,0
86.099,57.0,31.0,1,1,2.0,vettel,0,24.2,0,28.7,33.0,1.0,88.176,88.048,3.0,2018,58.0,0,0,1,0,0
88.863,58.0,32.0,1,1,2.0,vettel,0,24.2,0,28.7,33.0,1.0,91.291,87.942,3.0,2018,58.0,0,0,1,0,0
89.809,3.0,4.0,0,1,1.0,hamilton,1,23.9,0,36.3,36.8,1.0,90.888,89.856,1.0,2018,19.0,0,0,0,0,1
89.473,4.0,5.0,0,1,1.0,hamilton,0,23.5,0,36.3,36.4,1.0,91.182,89.055,1.0,2018,19.0,0,0,0,0,1
89.161,5.0,6.0,0,1,1.0,hamilton,0,23.4,0,36.5,36.3,1.0,91.481,89.074,1.0,2018,19.0,0,0,0,0,1
90.113,6.0,7.0,0,2,1.0,hamilton,0,23.5,0,36.7,36.4,1.0,92.111,90.432,1.0,2018,19.0,0,0,0,0,1
90.002,7.0,8.0,0,2,1.0,hamilton,0,23.8,0,35.6,37.5,1.0,91.597,89.944,1.0,2018,19.0,0,0,0,0,1
89.092,8.0,9.0,0,1,1.0,hamilton,0,23.9,0,35.9,38.0,1.0,91.016,89.593,1.0,2018,19.0,0,0,0,0,1
89.007,9.0,10.0,0,1,1.0,hamilton,0,24.1,0,35.1,38.0,1.0,91.047,89.003,1.0,2018,19.0,0,0,0,0,1
88.884,10.0,11.0,0,2,1.0,hamilton,0,23.9,0,35.3,37.9,1.0,91.053,88.906,1.0,2018,19.0,0,0,0,0,1
88.861,11.0,12.0,0,1,1.0,hamilton,0,24.0,0,35.0,37.1,1.0,91.018,88.485,1.0,2018,19.0,0,0,0,0,1
88.329,12.0,13.0,0,1,1.0,hamilton,0,23.9,0,35.6,36.3,1.0,91.248,88.817,1.0,2018,19.0,0,0,0,0,1
88.535,13.0,14.0,0,1,1.0,hamilton,0,23.9,0,35.6,36.2,1.0,91.441,88.429,1.0,2018,19.0,0,0,0,0,1
88.098,14.0,15.0,0,1,1.0,hamilton,0,23.7,0,35.6,37.2,1.0,91.228,88.313,1.0,2018,19.0,0,0,0,0,1
88.248,15.0,16.0,0,1,1.0,hamilton,0,23.9,0,35.2,37.7,1.0,91.002,88.457,1.0,2018,19.0,0,0,0,0,1
88.137,16.0,17.0,0,1,1.0,hamilton,0,24.1,0,35.3,38.1,1.0,90.939,87.982,1.0,2018,19.0,0,0,0,0,1
87.753,17.0,18.0,0,1,1.0,hamilton,0,24.4,0,33.8,38.4,1.0,90.955,88.216,1.0,2018,19.0,0,0,0,0,1
87.852,18.0,19.0,0,1,1.0,hamilton,0,24.2,0,34.0,38.6,1.0,91.041,88.534,1.0,2018,19.0,0,0,0,0,1
105.005,19.0,20.0,0,1,1.0,hamilton,0,24.0,0,35.0,38.6,2.0,88.488,92.537,1.0,2018,58.0,0,0,0,0,1
92.966,20.0,1.0,1,1,2.0,hamilton,1,24.1,0,34.5,38.3,2.0,88.245,88.836,1.0,2018,58.0,0,0,1,0,0
87.954,21.0,2.0,1,1,2.0,hamilton,0,24.1,0,34.5,38.3,2.0,88.561,88.763,1.0,2018,58.0,0,0,1,0,0
88.821,22.0,3.0,1,1,2.0,hamilton,0,24.2,0,34.4,38.0,2.0,88.515,88.557,1.0,2018,58.0,0,0,1,0,0
88.228,23.0,4.0,1,1,2.0,hamilton,0,23.9,0,34.9,37.8,2.0,88.954,88.704,1.0,2018,58.0,0,0,1,0,0
88.039,24.0,5.0,1,2,2.0,hamilton,0,23.7,0,34.6,36.7,2.0,89.003,88.465,1.0,2018,58.0,0,0,1,0,0
88.681,25.0,6.0,1,2,2.0,hamilton,0,23.7,0,33.4,36.6,2.0,88.787,88.751,1.0,2018,58.0,0,0,1,0,0
117.688,26.0,7.0,1,26,2.0,hamilton,0,24.1,0,30.9,37.8,2.0,125.108,119.547,1.0,2018,58.0,0,0,1,0,0
127.013,27.0,8.0,1,6,2.0,hamilton,0,24.5,0,28.1,38.4,2.0,129.347,125.438,1.0,2018,58.0,0,0,1,0,0
122.992,28.0,9.0,1,64,2.0,hamilton,0,24.7,0,27.0,38.5,2.0,123.248,124.658,1.0,2018,58.0,0,0,1,0,0
133.148,29.0,10.0,1,4,2.0,hamilton,0,24.8,0,25.9,38.3,2.0,133.109,127.864,1.0,2018,58.0,0,0,1,0,0
136.728,30.0,11.0,1,4,2.0,hamilton,0,24.2,0,26.0,37.6,2.0,136.047,136.138,1.0,2018,58.0,0,0,1,0,0
137.887,31.0,12.0,1,4,2.0,hamilton,0,24.2,0,26.4,37.3,2.0,138.857,137.278,1.0,2018,58.0,0,0,1,0,0
87.901,32.0,13.0,1,1,2.0,hamilton,0,24.3,0,26.8,37.3,2.0,87.998,88.672,1.0,2018,58.0,0,0,1,0,0
87.976,33.0,14.0,1,1,2.0,hamilton,0,24.4,0,27.8,37.4,2.0,87.889,88.082,1.0,2018,58.0,0,0,1,0,0
87.582,34.0,15.0,1,1,2.0,hamilton,0,24.5,0,27.2,37.5,2.0,87.559,87.977,1.0,2018,58.0,0,0,1,0,0
87.043,35.0,16.0,1,1,2.0,hamilton,0,24.5,0,26.4,37.5,2.0,87.001,87.719,1.0,2018,58.0,0,0,1,0,0
87.031,36.0,17.0,1,1,2.0,hamilton,0,24.5,0,26.4,37.1,2.0,87.123,87.466,1.0,2018,58.0,0,0,1,0,0
87.481,37.0,18.0,1,1,2.0,hamilton,0,24.2,0,25.7,36.8,2.0,87.175,87.633,1.0,2018,58.0,0,0,1,0,0
87.166,38.0,19.0,1,1,2.0,hamilton,0,24.0,0,25.9,36.7,2.0,87.309,87.705,1.0,2018,58.0,0,0,1,0,0
86.889,39.0,20.0,1,1,2.0,hamilton,0,24.2,0,26.1,36.7,2.0,86.947,87.406,1.0,2018,58.0,0,0,1,0,0
86.088,40.0,21.0,1,1,2.0,hamilton,0,24.0,0,25.6,36.7,2.0,86.909,87.043,1.0,2018,58.0,0,0,1,0,0
86.843,41.0,22.0,1,1,2.0,hamilton,0,24.0,0,25.8,36.7,2.0,86.946,87.018,1.0,2018,58.0,0,0,1,0,0
87.161,42.0,23.0,1,1,2.0,hamilton,0,24.0,0,26.0,36.7,2.0,87.022,87.115,1.0,2018,58.0,0,0,1,0,0
86.882,43.0,24.0,1,1,2.0,hamilton,0,24.1,0,25.7,36.5,2.0,86.872,87.088,1.0,2018,58.0,0,0,1,0,0
87.028,44.0,25.0,1,1,2.0,hamilton,0,24.0,0,26.0,36.5,2.0,87.081,87.196,1.0,2018,58.0,0,0,1,0,0
86.898,45.0,26.0,1,1,2.0,hamilton,0,24.0,0,25.6,36.5,2.0,86.785,87.044,1.0,2018,58.0,0,0,1,0,0
86.523,46.0,27.0,1,1,2.0,hamilton,0,23.9,0,26.3,35.7,2.0,86.766,87.288,1.0,2018,58.0,0,0,1,0,0
89.084,47.0,28.0,1,1,2.0,hamilton,0,23.8,0,26.6,35.7,2.0,86.997,87.366,1.0,2018,58.0,0,0,1,0,0
86.548,48.0,29.0,1,1,2.0,hamilton,0,23.5,0,27.1,34.5,2.0,87.237,87.008,1.0,2018,58.0,0,0,1,0,0
86.656,49.0,30.0,1,1,2.0,hamilton,0,23.4,0,27.5,34.3,2.0,87.084,87.324,1.0,2018,58.0,0,0,1,0,0
86.444,50.0,31.0,1,1,2.0,hamilton,0,23.3,0,28.1,34.0,2.0,86.804,87.045,1.0,2018,58.0,0,0,1,0,0
86.647,51.0,32.0,1,1,2.0,hamilton,0,24.2,0,28.3,33.9,2.0,86.604,87.396,1.0,2018,58.0,0,0,1,0,0
86.511,52.0,33.0,1,1,2.0,hamilton,0,24.2,0,28.3,33.6,2.0,86.968,87.644,1.0,2018,58.0,0,0,1,0,0
87.778,53.0,34.0,1,1,2.0,hamilton,0,24.1,0,28.7,33.4,2.0,86.469,86.811,1.0,2018,58.0,0,0,1,0,0
87.972,54.0,35.0,1,1,2.0,hamilton,0,24.2,0,28.5,33.6,2.0,86.711,86.804,1.0,2018,58.0,0,0,1,0,0
87.801,55.0,36.0,1,1,2.0,hamilton,0,24.2,0,28.5,33.4,2.0,86.983,86.381,1.0,2018,58.0,0,0,1,0,0
87.729,56.0,37.0,1,1,2.0,hamilton,0,24.1,0,28.8,33.2,2.0,87.236,86.546,1.0,2018,58.0,0,0,1,0,0
88.048,57.0,38.0,1,1,2.0,hamilton,0,24.2,0,28.7,33.0,2.0,86.099,86.373,1.0,2018,58.0,0,0,1,0,0
87.942,58.0,39.0,1,1,2.0,hamilton,0,24.2,0,28.7,33.0,2.0,88.863,87.423,1.0,2018,58.0,0,0,1,0,0
90.266,2.0,4.0,0,1,1.0,raikkonen,1,23.9,0,36.5,36.7,2.0,90.265,90.562,2.0,2018,18.0,0,0,0,0,1
89.856,3.0,5.0,0,1,1.0,raikkonen,0,23.9,0,36.3,36.8,2.0,89.809,90.177,2.0,2018,18.0,0,0,0,0,1
89.055,4.0,6.0,0,1,1.0,raikkonen,0,23.5,0,36.3,36.4,2.0,89.473,89.061,2.0,2018,18.0,0,0,0,0,1
89.074,5.0,7.0,0,1,1.0,raikkonen,0,23.4,0,36.5,36.3,2.0,89.161,89.054,2.0,2018,18.0,0,0,0,0,1
90.432,6.0,8.0,0,2,1.0,raikkonen,0,23.5,0,36.7,36.4,2.0,90.113,90.497,2.0,2018,18.0,0,0,0,0,1
89.944,7.0,9.0,0,2,1.0,raikkonen,0,23.8,0,35.6,37.5,2.0,90.002,90.177,2.0,2018,18.0,0,0,0,0,1
89.593,8.0,10.0,0,1,1.0,raikkonen,0,23.9,0,35.9,38.0,2.0,89.092,89.481,2.0,2018,18.0,0,0,0,0,1
89.003,9.0,11.0,0,1,1.0,raikkonen,0,24.1,0,35.1,38.0,2.0,89.007,89.375,2.0,2018,18.0,0,0,0,0,1
88.906,10.0,12.0,0,2,1.0,raikkonen,0,23.9,0,35.3,37.9,2.0,88.884,88.665,2.0,2018,18.0,0,0,0,0,1
88.485,11.0,13.0,0,1,1.0,raikkonen,0,24.0,0,35.0,37.1,2.0,88.861,89.025,2.0,2018,18.0,0,0,0,0,1
88.817,12.0,14.0,0,1,1.0,raikkonen,0,23.9,0,35.6,36.3,2.0,88.329,88.405,2.0,2018,18.0,0,0,0,0,1
88.429,13.0,15.0,0,1,1.0,raikkonen,0,23.9,0,35.6,36.2,2.0,88.535,89.109,2.0,2018,18.0,0,0,0,0,1
88.313,14.0,16.0,0,1,1.0,raikkonen,0,23.7,0,35.6,37.2,2.0,88.098,88.801,2.0,2018,18.0,0,0,0,0,1
88.457,15.0,17.0,0,1,1.0,raikkonen,0,23.9,0,35.2,37.7,2.0,88.248,88.685,2.0,2018,18.0,0,0,0,0,1
87.982,16.0,18.0,0,1,1.0,raikkonen,0,24.3,0,34.4,38.4,2.0,88.137,88.704,2.0,2018,18.0,0,0,0,0,1
88.216,17.0,19.0,0,1,1.0,raikkonen,0,24.4,0,33.8,38.4,2.0,87.753,88.596,2.0,2018,18.0,0,0,0,0,1
105.858,18.0,20.0,0,1,1.0,raikkonen,0,24.0,0,34.4,38.6,3.0,88.534,90.042,2.0,2018,58.0,0,0,0,0,1
92.537,19.0,1.0,1,1,2.0,raikkonen,1,24.0,0,35.0,38.6,3.0,105.005,90.391,2.0,2018,58.0,0,0,1,0,0
88.836,20.0,2.0,1,1,2.0,raikkonen,0,24.1,0,34.5,38.3,3.0,92.966,89.082,2.0,2018,58.0,0,0,1,0,0
88.763,21.0,3.0,1,1,2.0,raikkonen,0,24.1,0,34.5,38.3,3.0,87.954,89.534,2.0,2018,58.0,0,0,1,0,0
88.557,22.0,4.0,1,1,2.0,raikkonen,0,24.2,0,34.4,38.0,3.0,88.821,89.834,2.0,2018,58.0,0,0,1,0,0
88.704,23.0,5.0,1,2,2.0,raikkonen,0,23.9,0,34.9,37.8,3.0,88.228,88.805,2.0,2018,58.0,0,0,1,0,0
88.465,24.0,6.0,1,2,2.0,raikkonen,0,23.7,0,34.6,36.7,3.0,88.039,89.301,2.0,2018,58.0,0,0,1,0,0
88.751,25.0,7.0,1,2,2.0,raikkonen,0,23.7,0,33.4,36.6,3.0,88.681,88.127,2.0,2018,58.0,0,0,1,0,0
119.547,26.0,8.0,1,26,2.0,raikkonen,0,24.1,0,30.9,37.8,3.0,117.688,137.173,2.0,2018,58.0,0,0,1,0,0
125.438,27.0,9.0,1,6,2.0,raikkonen,0,24.5,0,28.1,38.4,3.0,127.013,129.056,2.0,2018,58.0,0,0,1,0,0
124.658,28.0,10.0,1,64,2.0,raikkonen,0,24.7,0,27.0,38.5,3.0,122.992,121.319,2.0,2018,58.0,0,0,1,0,0
127.864,29.0,11.0,1,4,2.0,raikkonen,0,24.8,0,25.9,38.3,3.0,133.148,116.632,2.0,2018,58.0,0,0,1,0,0
136.138,30.0,12.0,1,4,2.0,raikkonen,0,24.2,0,26.0,37.6,3.0,136.728,119.575,2.0,2018,58.0,0,0,1,0,0
137.278,31.0,13.0,1,4,2.0,raikkonen,0,24.2,0,26.4,37.3,3.0,137.887,136.895,2.0,2018,58.0,0,0,1,0,0
88.672,32.0,14.0,1,1,2.0,raikkonen,0,24.3,0,26.8,37.3,3.0,87.901,88.909,2.0,2018,58.0,0,0,1,0,0
88.082,33.0,15.0,1,1,2.0,raikkonen,0,24.4,0,27.8,37.4,3.0,87.976,87.984,2.0,2018,58.0,0,0,1,0,0
87.977,34.0,16.0,1,1,2.0,raikkonen,0,24.5,0,27.2,37.5,3.0,87.582,87.859,2.0,2018,58.0,0,0,1,0,0
87.719,35.0,17.0,1,1,2.0,raikkonen,0,24.5,0,26.4,37.5,3.0,87.043,87.907,2.0,2018,58.0,0,0,1,0,0
87.466,36.0,18.0,1,1,2.0,raikkonen,0,24.5,0,26.4,37.1,3.0,87.031,87.412,2.0,2018,58.0,0,0,1,0,0
87.633,37.0,19.0,1,1,2.0,raikkonen,0,24.2,0,25.7,36.8,3.0,87.481,87.444,2.0,2018,58.0,0,0,1,0,0
87.705,38.0,20.0,1,1,2.0,raikkonen,0,24.0,0,25.9,36.7,3.0,87.166,87.868,2.0,2018,58.0,0,0,1,0,0
87.406,39.0,21.0,1,1,2.0,raikkonen,0,24.2,0,26.1,36.7,3.0,86.889,87.534,2.0,2018,58.0,0,0,1,0,0
87.043,40.0,22.0,1,1,2.0,raikkonen,0,24.0,0,25.6,36.7,3.0,86.088,87.204,2.0,2018,58.0,0,0,1,0,0
87.018,41.0,23.0,1,1,2.0,raikkonen,0,24.0,0,25.8,36.7,3.0,86.843,87.011,2.0,2018,58.0,0,0,1,0,0
87.115,42.0,24.0,1,1,2.0,raikkonen,0,24.0,0,26.0,36.7,3.0,87.161,86.872,2.0,2018,58.0,0,0,1,0,0
87.088,43.0,25.0,1,1,2.0,raikkonen,0,24.0,0,25.7,36.3,3.0,86.882,87.478,2.0,2018,58.0,0,0,1,0,0
87.196,44.0,26.0,1,1,2.0,raikkonen,0,24.0,0,26.0,36.5,3.0,87.028,87.185,2.0,2018,58.0,0,0,1,0,0
87.044,45.0,27.0,1,1,2.0,raikkonen,0,24.0,0,25.6,36.5,3.0,86.898,87.166,2.0,2018,58.0,0,0,1,0,0
87.288,46.0,28.0,1,1,2.0,raikkonen,0,23.9,0,26.3,35.7,3.0,86.523,87.316,2.0,2018,58.0,0,0,1,0,0
87.366,47.0,29.0,1,1,2.0,raikkonen,0,23.8,0,26.6,35.7,3.0,89.084,87.392,2.0,2018,58.0,0,0,1,0,0
87.008,48.0,30.0,1,1,2.0,raikkonen,0,23.5,0,27.1,34.5,3.0,86.548,87.094,2.0,2018,58.0,0,0,1,0,0
87.324,49.0,31.0,1,1,2.0,raikkonen,0,23.4,0,27.5,34.3,3.0,86.656,87.527,2.0,2018,58.0,0,0,1,0,0
87.045,50.0,32.0,1,1,2.0,raikkonen,0,23.3,0,28.1,34.0,3.0,86.444,86.725,2.0,2018,58.0,0,0,1,0,0
87.396,51.0,33.0,1,1,2.0,raikkonen,0,24.2,0,28.3,33.9,3.0,86.647,87.606,2.0,2018,58.0,0,0,1,0,0
87.644,52.0,34.0,1,1,2.0,raikkonen,0,24.1,0,28.7,33.6,3.0,86.511,87.904,2.0,2018,58.0,0,0,1,0,0
86.811,53.0,35.0,1,1,2.0,raikkonen,0,24.1,0,28.7,33.4,3.0,87.778,87.355,2.0,2018,58.0,0,0,1,0,0
86.804,54.0,36.0,1,1,2.0,raikkonen,0,24.2,0,29.0,33.6,3.0,87.972,85.945,2.0,2018,58.0,0,0,1,0,0
86.381,55.0,37.0,1,1,2.0,raikkonen,0,24.2,0,28.5,33.4,3.0,87.801,86.165,2.0,2018,58.0,0,0,1,0,0
86.546,56.0,38.0,1,1,2.0,raikkonen,0,24.1,0,28.8,33.2,3.0,87.729,86.429,2.0,2018,58.0,0,0,1,0,0
86.373,57.0,39.0,1,1,2.0,raikkonen,0,24.2,0,28.7,33.0,3.0,88.048,86.348,2.0,2018,58.0,0,0,1,0,0
87.423,58.0,40.0,1,1,2.0,raikkonen,0,24.2,0,28.7,33.0,3.0,87.942,87.199,2.0,2018,58.0,0,0,1,0,0
91.264,2.0,4.0,0,1,1.0,ricciardo,1,23.9,0,36.5,36.7,8.0,91.031,91.322,8.0,2018,26.0,0,0,0,1,0
91.162,3.0,5.0,0,1,1.0,ricciardo,0,23.9,0,36.3,36.8,8.0,91.081,91.267,8.0,2018,26.0,0,0,0,1,0
90.796,4.0,6.0,0,1,1.0,ricciardo,0,23.5,0,36.3,36.4,8.0,90.847,90.672,8.0,2018,26.0,0,0,0,1,0
91.069,5.0,7.0,0,2,1.0,ricciardo,0,23.4,0,36.5,36.3,7.0,90.694,92.858,8.0,2018,26.0,0,0,0,1,0
90.718,6.0,8.0,0,2,1.0,ricciardo,0,23.5,0,36.7,36.4,7.0,91.043,91.321,8.0,2018,26.0,0,0,0,1,0
90.559,7.0,9.0,0,2,1.0,ricciardo,0,23.8,0,35.6,37.5,7.0,90.898,90.514,8.0,2018,26.0,0,0,0,1,0
89.921,8.0,10.0,0,1,1.0,ricciardo,0,23.9,0,35.9,38.0,7.0,90.289,90.369,8.0,2018,26.0,0,0,0,1,0
89.654,9.0,11.0,0,1,1.0,ricciardo,0,24.1,0,35.1,38.0,7.0,89.914,89.097,8.0,2018,26.0,0,0,0,1,0
91.265,10.0,12.0,0,2,1.0,ricciardo,0,23.9,0,35.3,37.9,6.0,91.253,90.769,8.0,2018,26.0,0,0,0,1,0
89.605,11.0,13.0,0,1,1.0,ricciardo,0,24.0,0,35.0,37.1,6.0,89.628,89.947,8.0,2018,26.0,0,0,0,1,0
89.913,12.0,14.0,0,1,1.0,ricciardo,0,23.9,0,35.6,36.3,6.0,89.902,90.073,8.0,2018,26.0,0,0,0,1,0
89.684,13.0,15.0,0,1,1.0,ricciardo,0,23.9,0,35.6,36.2,6.0,89.713,90.126,8.0,2018,26.0,0,0,0,1,0
89.869,14.0,16.0,0,1,1.0,ricciardo,0,23.7,0,35.6,37.2,6.0,89.908,89.846,8.0,2018,26.0,0,0,0,1,0
90.031,15.0,17.0,0,1,1.0,ricciardo,0,23.9,0,35.2,37.7,6.0,90.025,90.049,8.0,2018,26.0,0,0,0,1,0
