LapTime,LapNumber,Compound,TyreLife,FreshTyre,TrackStatus,Stint,AirTemp,Rainfall,Humidity,TrackTemp,posicionActual,pilotoDelante,tiempoPilotoDelante,pilotoDetras,tiempoPilotoDetras,posicionSalida,nextPit
01:09.538,61,HARD,20.0,True,1,2.0,27.0,False,30.2,52.8,13,raikkonen,1:10.054,giovinazzi,1:10.305,13.0,70
01:09.620,62,HARD,21.0,True,1,2.0,26.9,False,31.5,52.4,13,raikkonen,1:09.930,ocon,1:10.107,13.0,70
01:09.567,63,HARD,22.0,True,1,2.0,26.7,False,36.4,50.6,13,raikkonen,1:09.552,ocon,1:09.960,13.0,70
01:09.751,64,HARD,23.0,True,1,2.0,26.7,False,36.7,50.3,13,raikkonen,1:09.813,ocon,1:09.805,13.0,70
01:10.558,65,HARD,24.0,True,1,2.0,26.7,False,38.2,49.6,13,raikkonen,1:10.153,ocon,1:09.772,13.0,70
01:11.289,66,HARD,25.0,True,1,2.0,26.5,False,38.8,49.6,13,raikkonen,1:10.365,ocon,1:10.001,13.0,70
01:10.322,67,HARD,26.0,True,1,2.0,26.5,False,39.2,49.7,13,vettel,1:11.239,ocon,1:11.088,13.0,70
01:10.173,68,HARD,27.0,True,1,2.0,26.4,False,39.5,50.6,13,vettel,1:10.913,ocon,1:09.832,13.0,70
01:11.922,69,HARD,28.0,True,1,2.0,26.2,False,42.3,51.2,13,vettel,1:12.548,ocon,1:09.747,13.0,70
01:10.467,70,HARD,29.0,True,1,2.0,26.3,False,41.7,50.4,13,vettel,1:09.881,ocon,1:09.576,13.0,70
